bin_id,start_time_s,end_time_s,label_time_s,x_cm,y_cm,arm,arm_fraction,is_transition
414,207,207.5,207.24,-1.07351223543,0.364231480554,center,1,False
415,207.5,208,207.74,0,0,center,1,False
416,208,208.5,208.24,0,0,center,1,False
417,208.5,209,208.74,0.000919748561083,0.0190979007111,center,1,False
418,209,209.5,209.24,0.0453719490014,0.943506879314,center,1,False
419,209.5,210,209.74,0.145194181916,3.06225197135,north_closed,0.52,True
420,210,210.5,210.24,0.276227644131,6.10633855666,north_closed,1,False
421,210.5,211,210.74,0.400483118393,9.80677201513,north_closed,1,False
422,211,211.5,211.24,0.474565390061,13.8945577266,north_closed,1,False
423,211.5,212,211.74,0.469530226567,18.1007010709,north_closed,1,False
424,212,212.5,212.24,0.387412514106,22.156207428,north_closed,1,False
425,212.5,213,212.74,0.25999991713,25.7920821776,north_closed,1,False
426,213,213.5,213.24,0.130962406466,28.7393306997,north_closed,1,False
427,213.5,214,213.74,0.0367686973185,30.728958374,north_closed,1,False
428,214,214.5,214.24,5.78988700848e-05,31.4919705805,north_closed,1,False
429,214.5,215,214.74,0,31.4931728072,north_closed,1,False
430,215,215.5,215.24,0,31.4931728072,north_closed,1,False
431,215.5,216,215.74,-0.00460019599156,31.3976517416,north_closed,1,False
432,216,216.5,216.24,-0.0614921779528,30.2128559707,north_closed,1,False
433,216.5,217,216.74,-0.169927024801,27.8875230104,north_closed,1,False
434,217,217.5,217.24,-0.303037548357,24.6906474808,north_closed,1,False
435,217.5,218,217.74,-0.420587796778,20.8912240021,north_closed,1,False
436,218,218.5,218.24,-0.480324796132,16.7582471945,north_closed,1,False
437,218.5,219,218.74,-0.458605039337,12.560711678,north_closed,1,False
438,219,219.5,219.24,-0.364184787784,8.56761207284,north_closed,1,False
439,219.5,220,219.74,-0.232962807295,5.04794299911,north_closed,1,False
440,220,220.5,220.24,-0.108423433027,2.27069907697,center,0.8,True
441,220.5,221,220.74,-0.0243043459459,0.504874926565,center,1,False
442,221,221.5,221.24,0,0,center,1,False
443,221.5,222,221.74,0.00050080526883,-0.00485818133153,center,1,False
444,222,222.5,222.24,0.283752594037,-2.82157697728,center,0.52,True
445,222.5,223,222.74,0.714819825563,-9.07665650435,south_closed,1,False
446,223,223.5,223.24,0.608467571887,-16.2041559184,south_closed,1,False
447,223.5,224,223.74,0.145802862686,-21.6381343754,south_closed,1,False
448,224,224.5,224.24,0,-23.0614309703,south_closed,1,False
449,224.5,225,224.74,0,-23.0614309703,south_closed,1,False
450,225,225.5,225.24,0,-23.0614309703,south_closed,1,False
451,225.5,226,225.74,-0.103468508598,-22.0545557831,south_closed,1,False
452,226,226.5,226.24,-0.556481089713,-16.9962310657,south_closed,1,False
453,226.5,227,226.74,-0.738937828456,-9.93647248993,south_closed,1,False
454,227,227.5,227.24,-0.34188707285,-3.44122089985,south_closed,0.6,True
455,227.5,228,227.74,-0.00787731356678,-0.0764171395923,center,1,False
456,228,228.5,228.24,0,0,center,1,False
457,228.5,229,228.74,0,0,center,1,False
458,229,229.5,229.24,-0.0581254207704,0.36619859945,center,1,False
459,229.5,230,229.74,-0.671419112216,4.48176285991,north_closed,0.76,True
460,230,230.5,230.24,-1.20590550007,11.2538802186,north_closed,1,False
461,230.5,231,230.74,-0.823317854644,18.2675024045,north_closed,1,False
462,231,231.5,231.24,-0.136404671899,23.1075811463,north_closed,1,False
463,231.5,232,231.74,0,23.9684460329,north_closed,1,False
464,232,232.5,232.24,0,23.9684460329,north_closed,1,False
465,232.5,233,232.74,0,23.9684460329,north_closed,1,False
466,233,233.5,233.24,0,23.9684460329,north_closed,1,False
467,233.5,234,233.74,0.175822338574,22.8572404626,north_closed,1,False
468,234,234.5,234.24,0.881178243705,17.7544044688,north_closed,1,False
469,234.5,235,234.74,1.19355624938,10.6712288928,north_closed,1,False
470,235,235.5,235.24,0.609575178757,4.02276200556,north_closed,0.68,True
471,235.5,236,235.74,0.0355715469608,0.224052078275,center,1,False
472,236,236.5,236.24,0,0,center,1,False
473,236.5,237,236.74,0,0,center,1,False
474,237,237.5,237.24,-0.000727788822286,0.00949209709775,center,1,False
475,237.5,238,237.74,-0.120885958319,1.58333006081,center,0.92,True
476,238,238.5,238.24,-0.389295506089,5.32908854688,north_closed,1,False
477,238.5,239,238.74,-0.663146440372,10.4926284851,north_closed,1,False
478,239,239.5,239.24,-0.760031997369,16.3198108051,north_closed,1,False
479,239.5,240,239.74,-0.607225101488,22.0564964366,north_closed,1,False
480,240,240.5,240.24,-0.31757898814,26.9485463095,north_closed,1,False
481,240.5,241,240.74,-0.0749494244271,30.2418213534,north_closed,1,False
482,241,241.5,241.24,0,31.2209231249,north_closed,1,False
483,241.5,242,241.74,0,31.2209231249,north_closed,1,False
484,242,242.5,242.24,0.0557038302755,30.493764134,north_closed,1,False
485,242.5,243,242.74,0.282737192581,27.4430202151,north_closed,1,False
486,243,243.5,243.24,0.576016870842,22.7030047788,north_closed,1,False
487,243.5,244,243.74,0.754235396851,17.0278568954,north_closed,1,False
488,244,244.5,244.24,0.687223116263,11.171715635,north_closed,1,False
489,244.5,245,244.74,0.425544844398,5.88872006814,north_closed,1,False
490,245,245.5,245.24,0.147277116029,1.93300926491,center,0.8,True
491,245.5,246,245.74,0.0045023968593,0.0587222956047,center,1,False
492,246,246.5,246.24,0,0,center,1,False
493,246.5,247,246.74,0,0,center,1,False
494,247,247.5,247.24,-0.00995967947784,0.052627380255,center,1,False
495,247.5,248,247.74,-0.465478188924,2.48567630197,center,0.64,True
496,248,248.5,248.24,-1.30711591566,7.64583497004,north_closed,1,False
497,248.5,249,248.74,-1.85684699143,14.2821356109,north_closed,1,False
498,249,249.5,249.24,-1.57912452706,21.143610451,north_closed,1,False
499,249.5,250,249.74,-0.752941865405,26.9792917168,north_closed,1,False
500,250,250.5,250.24,-0.101309128365,30.5382116347,north_closed,1,False
501,250.5,251,250.74,0,31.0737926375,north_closed,1,False
502,251,251.5,251.24,0,31.0737926375,north_closed,1,False
503,251.5,252,251.74,0,31.0737926375,north_closed,1,False
504,252,252.5,252.24,0.00063005874936,31.0704633953,north_closed,1,False
505,252.5,253,252.74,0.380570625913,29.0487326775,north_closed,1,False
506,253,253.5,253.24,1.20594003967,24.1497760805,north_closed,1,False
507,253.5,254,253.74,1.83034847776,17.624561378,north_closed,1,False
508,254,254.5,254.24,1.65462950482,10.7240563433,north_closed,1,False
509,254.5,255,254.74,0.856248025045,4.69922875018,north_closed,0.84,True
510,255,255.5,255.24,0.151432282865,0.801046372076,center,1,False
511,255.5,256,255.74,0,0,center,1,False
512,256,256.5,256.24,0,0,center,1,False
513,256.5,257,256.74,0,0,center,1,False
514,257,257.5,257.24,-0.454001835079,-0.0506280010885,center,1,False
515,257.5,258,257.74,-2.72548634609,-0.298701309334,center,0.6,True
516,258,258.5,258.24,-6.40006065683,-0.646035112988,west_open,1,False
517,258.5,259,258.74,-10.9073630601,-0.898635435332,west_open,1,False
518,259,259.5,259.24,-15.6770318487,-0.88674952625,west_open,1,False
519,259.5,260,259.74,-20.1387053153,-0.618852946829,west_open,1,False
520,260,260.5,260.24,-23.7220217529,-0.273124010153,west_open,1,False
521,260.5,261,260.74,-25.8566194542,-0.0390358319382,west_open,1,False
522,261,261.5,261.24,-26.2065994816,0,west_open,1,False
523,261.5,262,261.74,-26.2065994816,0,west_open,1,False
524,262,262.5,262.24,-25.9477191471,0.0288786535878,west_open,1,False
525,262.5,263,262.74,-23.9536585704,0.24831604186,west_open,1,False
526,263,263.5,263.24,-20.4652503209,0.5911742102,west_open,1,False
527,263.5,264,263.74,-16.0528561057,0.873121271458,west_open,1,False
528,264,264.5,264.24,-11.2868376321,0.908718938503,west_open,1,False
529,264.5,265,264.74,-6.73755660718,0.672604184466,west_open,1,False
530,265,265.5,265.24,-2.97537473821,0.324968503787,center,0.52,True
531,265.5,266,265.74,-0.570653732401,0.0636182138194,center,1,False
532,266,266.5,266.24,0,0,center,1,False
533,266.5,267,266.74,0,0,center,1,False
534,267,267.5,267.24,0,0,center,1,False
535,267.5,268,267.74,0.0239125298951,0.367169253465,center,1,False
536,268,268.5,268.24,0.166260794258,2.5962614176,center,0.64,True
537,268.5,269,268.74,0.370739780974,6.31019498673,north_closed,1,False
538,269,269.5,269.24,0.514064623187,10.8850870176,north_closed,1,False
539,269.5,270,269.74,0.492279022843,15.6970545669,north_closed,1,False
540,270,270.5,270.24,0.32202723185,20.1222146914,north_closed,1,False
541,270.5,271,270.74,0.122798980946,23.5366844477,north_closed,1,False
542,271,271.5,271.24,0.00797702876883,25.3165808927,north_closed,1,False
543,271.5,272,271.74,0,25.4390283184,north_closed,1,False
544,272,272.5,272.24,0,25.4390283184,north_closed,1,False
545,272.5,273,272.74,0,25.4390283184,north_closed,1,False
546,273,273.5,273.24,-0.0348695375385,24.9034106702,north_closed,1,False
547,273.5,274,273.74,-0.189538014049,22.4631965181,north_closed,1,False
548,274,274.5,274.24,-0.393879393223,18.6130069141,north_closed,1,False
549,274.5,275,274.74,-0.521198436555,13.9767248017,north_closed,1,False
550,275,275.5,275.24,-0.477894465568,9.17823312393,north_closed,1,False
551,275.5,276,275.74,-0.296954612867,4.84141482422,north_closed,1,False
552,276,276.5,276.24,-0.102932377809,1.59015284583,center,1,False
553,276.5,277,276.74,-0.00314864322776,0.0483301320059,center,1,False
554,277,277.5,277.24,0,0,center,1,False
555,277.5,278,277.74,0.295027737158,-1.23553659435,center,1,False
556,278,278.5,278.24,1.06147605738,-4.64824397973,south_closed,0.92,True
557,278.5,279,278.74,1.84547129314,-9.45647449419,south_closed,1,False
558,279,279.5,279.24,2.06529694165,-14.8762263798,south_closed,1,False
559,279.5,280,279.74,1.53800931504,-20.1234978787,south_closed,1,False
560,280,280.5,280.24,0.688440421482,-24.4142872329,south_closed,1,False
561,280.5,281,280.74,0.0905496082346,-26.9645926846,south_closed,1,False
562,281,281.5,281.24,0,-27.3426487856,south_closed,1,False
563,281.5,282,281.74,0,-27.3426487856,south_closed,1,False
564,282,282.5,282.24,-0.228830067868,-26.3856272478,south_closed,1,False
565,282.5,283,282.74,-0.956954090907,-23.193067556,south_closed,1,False
566,283,283.5,283.24,-1.77109366804,-18.5109045242,south_closed,1,False
567,283.5,284,283.74,-2.08111272388,-13.1231399103,south_closed,1,False
568,284,284.5,284.24,-1.63054967947,-7.81377547223,south_closed,1,False
569,284.5,285,284.74,-0.786683106312,-3.36681296781,south_closed,0.6,True
570,285,285.5,285.24,-0.135572584271,-0.566254155001,center,1,False
571,285.5,286,285.74,0,0,center,1,False
572,286,286.5,286.24,0,0,center,1,False
573,286.5,287,286.74,0.0197146603344,1.45283203846,center,0.88,True
574,287,287.5,287.24,0.0779855863651,6.36372739757,north_closed,1,False
575,287.5,288,287.74,0.109187055569,13.0001055517,north_closed,1,False
576,288,288.5,288.24,0.0708302631787,19.5263465061,north_closed,1,False
577,288.5,289,288.74,0.0145108652421,24.1068302662,north_closed,1,False
578,289,289.5,289.24,0,25.1734772277,north_closed,1,False
579,289.5,290,289.74,0,25.1734772277,north_closed,1,False
580,290,290.5,290.24,-0.000861307047623,25.1103514798,north_closed,1,False
581,290.5,291,290.74,-0.0387921239042,22.2670984827,north_closed,1,False
582,291,291.5,291.24,-0.096400322471,16.523565894,north_closed,1,False
583,291.5,292,291.74,-0.102387744273,9.7153737084,north_closed,1,False
584,292,292.5,292.24,-0.0484422928536,3.67814192055,north_closed,0.64,True
585,292.5,293,292.74,-0.00337633461822,0.24749052515,center,1,False
586,293,293.5,293.24,0,0,center,1,False
587,293.5,294,293.74,0,0,center,1,False
588,294,294.5,294.24,-0.777497501592,-0.236367446029,center,0.96,True
589,294.5,295,294.74,-6.75563962866,-1.12696223022,west_open,1,False
590,295,295.5,295.24,-11.7167065356,-0.0407367842397,west_open,1,False
591,295.5,296,295.74,-11.8497851778,0,west_open,1,False
592,296,296.5,296.24,-11.8497851778,0,west_open,1,False
593,296.5,297,296.74,-11.6441099666,0.062941226341,west_open,1,False
594,297,297.5,297.24,-6.47962801559,1.14239220229,west_open,1,False
595,297.5,298,297.74,-0.637095917874,0.194136115125,center,1,False
596,298,298.5,298.24,0,0,center,1,False
597,298.5,299,298.74,0.027468432463,1.70183608263,center,0.84,True
598,299,299.5,299.24,0.0989060086808,6.56986522773,north_closed,1,False
599,299.5,300,299.74,0.156197703593,13.2475026838,north_closed,1,False
600,300,300.5,300.24,0.141818074493,20.3638330637,north_closed,1,False
601,300.5,301,300.74,0.0710444020717,26.5479409803,north_closed,1,False
602,301,301.5,301.24,0.0106382911959,30.4289110468,north_closed,1,False
603,301.5,302,301.74,0,31.0852541532,north_closed,1,False
604,302,302.5,302.24,-0.00356706419432,30.8653227674,north_closed,1,False
605,302.5,303,302.74,-0.053216508611,27.7410979947,north_closed,1,False
606,303,303.5,303.24,-0.127665015673,21.9847156787,north_closed,1,False
607,303.5,304,303.74,-0.16022450704,14.9670912067,north_closed,1,False
608,304,304.5,304.24,-0.116740509376,8.05913996566,north_closed,1,False
609,304.5,305,304.74,-0.0421867308931,2.63177734263,center,0.6,True
610,305,305.5,305.24,-0.000907014899829,0.0559187246948,center,1,False
611,305.5,306,305.74,0,0,center,1,False
612,306,306.5,306.24,0.35940413147,1.51914680552,center,0.92,True
613,306.5,307,306.74,1.24375704219,5.62881401243,north_closed,1,False
614,307,307.5,307.24,1.96426766567,11.2330122202,north_closed,1,False
615,307.5,308,307.74,1.82883385531,17.2328215751,north_closed,1,False
616,308,308.5,308.24,0.97584131692,22.5293222239,north_closed,1,False
617,308.5,309,308.74,0.186657744168,26.0235943128,north_closed,1,False
618,309,309.5,309.24,0,26.8095183484,north_closed,1,False
619,309.5,310,309.74,0,26.8095183484,north_closed,1,False
620,310,310.5,310.24,0,26.8095183484,north_closed,1,False
621,310.5,311,310.74,-0.0330572351947,26.6705211044,north_closed,1,False
622,311,311.5,311.24,-0.609915608773,24.2048379984,north_closed,1,False
623,311.5,312,311.74,-1.53397207914,19.4973583912,north_closed,1,False
624,312,312.5,312.24,-2.02882076429,13.6470021363,north_closed,1,False
625,312.5,313,312.74,-1.60050626186,7.75268908722,north_closed,1,False
626,313,313.5,313.24,-0.679518923006,2.91333909756,center,0.52,True
627,313.5,314,313.74,-0.0541899728961,0.227872020828,center,1,False
628,314,314.5,314.24,0,0,center,1,False
629,314.5,315,314.74,0,0,center,1,False
630,315,315.5,315.24,0,0,center,1,False
631,315.5,316,315.74,-0.190005820855,-0.671882555782,center,1,False
632,316,316.5,316.24,-1.05784352004,-3.91277532785,south_closed,0.72,True
633,316.5,317,316.74,-1.95719932319,-8.8459627867,south_closed,1,False
634,317,317.5,317.24,-1.97937947274,-14.3580931647,south_closed,1,False
635,317.5,318,317.74,-1.09976864249,-19.3358146943,south_closed,1,False
636,318,318.5,318.24,-0.213452143164,-22.6657756077,south_closed,1,False
637,318.5,319,318.74,0,-23.4208359318,south_closed,1,False
638,319,319.5,319.24,0,-23.4208359318,south_closed,1,False
639,319.5,320,319.74,0,-23.4208359318,south_closed,1,False
640,320,320.5,320.24,0,-23.4208359318,south_closed,1,False
641,320.5,321,320.74,0,-23.4208359318,south_closed,1,False
642,321,321.5,321.24,0.442292089054,-21.847298767,south_closed,1,False
643,321.5,322,321.74,1.43084183224,-17.868921784,south_closed,1,False
644,322,322.5,322.24,2.09614577824,-12.5990567506,south_closed,1,False
645,322.5,323,322.74,1.72847000255,-7.15105543445,south_closed,1,False
646,323,323.5,323.24,0.731606697269,-2.63826960305,center,0.6,True
647,323.5,324,323.74,0.0492831823766,-0.174051024066,center,1,False
648,324,324.5,324.24,0,0,center,1,False
649,324.5,325,324.74,0,0,center,1,False
650,325,325.5,325.24,-0.110290774558,-0.745065217068,center,1,False
651,325.5,326,325.74,-0.618711721952,-4.81499222911,south_closed,0.88,True
652,326,326.5,326.24,-0.714956496754,-10.362870089,south_closed,1,False
653,326.5,327,326.74,-0.213987967922,-15.0049071066,south_closed,1,False
654,327,327.5,327.24,0,-16.4644232987,south_closed,1,False
655,327.5,328,327.74,0,-16.4644232987,south_closed,1,False
656,328,328.5,328.24,0.253913837961,-14.7230221501,south_closed,1,False
657,328.5,329,328.74,0.73834885843,-9.92079433085,south_closed,1,False
658,329,329.5,329.24,0.57974937479,-4.40342900464,south_closed,0.8,True
659,329.5,330,329.74,0.08223747101,-0.554717861428,center,1,False
660,330,330.5,330.24,0,0,center,1,False
661,330.5,331,330.74,-0.000188311915607,0.00601596448513,center,1,False
662,331,331.5,331.24,-0.0319229955847,1.02172222991,center,1,False
663,331.5,332,331.74,-0.107572798491,3.51273313746,north_closed,0.68,True
664,332,332.5,332.24,-0.202841784382,7.09485476992,north_closed,1,False
665,332.5,333,332.74,-0.280133162311,11.3838932101,north_closed,1,False
666,333,333.5,333.24,-0.3030413886,15.9956545407,north_closed,1,False
667,333.5,334,333.74,-0.259864479405,20.5459448445,north_closed,1,False
668,334,334.5,334.24,-0.172322135171,24.6505702044,north_closed,1,False
669,334.5,335,334.74,-0.0797671102368,27.9253367031,north_closed,1,False
670,335,335.5,335.24,-0.0162002291957,29.9860504234,north_closed,1,False
671,335.5,336,335.74,0,30.5038413721,north_closed,1,False
672,336,336.5,336.24,0,30.5038413721,north_closed,1,False
673,336.5,337,336.74,0,30.5038413721,north_closed,1,False
674,337,337.5,337.24,0.00771688099971,30.2572851818,north_closed,1,False
675,337.5,338,337.74,0.0608972053642,28.5451121833,north_closed,1,False
676,338,338.5,338.24,0.149061643614,25.5266798662,north_closed,1,False
677,338.5,339,338.74,0.241519915097,21.5861821477,north_closed,1,False
678,339,339.5,339.24,0.298397518096,17.1078129452,north_closed,1,False
679,339.5,340,339.74,0.291593995514,12.4757661757,north_closed,1,False
680,340,340.5,340.24,0.224602323476,8.0742357566,north_closed,1,False
681,340.5,341,340.74,0.129886022904,4.28741560504,north_closed,0.92,True
682,341,341.5,341.24,0.0467510377327,1.49949963826,center,1,False
683,341.5,342,341.74,0.00296368516785,0.0946817734771,center,1,False
684,342,342.5,342.24,0,0,center,1,False
685,342.5,343,342.74,0,0,center,1,False
686,343,343.5,343.24,-1.27477910465,0.271347928016,center,0.96,True
687,343.5,344,343.74,-5.68345355889,1.12905942252,west_open,1,False
688,344,344.5,344.24,-11.8890645494,1.81561096309,west_open,1,False
689,344.5,345,344.74,-18.465471968,1.57076952851,west_open,1,False
690,345,345.5,345.24,-23.9865357065,0.679187152072,west_open,1,False
691,345.5,346,345.74,-27.026115657,0.0460634965367,west_open,1,False
692,346,346.5,346.24,-27.2417632535,0,west_open,1,False
693,346.5,347,346.74,-26.1993346983,-0.222155354346,west_open,1,False
694,347,347.5,347.24,-21.9960244196,-1.05352107157,west_open,1,False
695,347.5,348,347.74,-15.8816863961,-1.7898278737,west_open,1,False
696,348,348.5,348.24,-9.28246073575,-1.62537972588,west_open,1,False
697,348.5,349,348.74,-3.62448754679,-0.751939868667,west_open,0.64,True
698,349,349.5,349.24,-0.333906937315,-0.0713140587971,center,1,False
699,349.5,350,349.74,0,0,center,1,False
700,350,350.5,350.24,0,0,center,1,False
701,350.5,351,350.74,0.0126050009725,0.128229977494,center,1,False
702,351,351.5,351.24,0.143866452862,1.46908035745,center,1,False
703,351.5,352,351.74,0.383874559047,4.01831556417,north_closed,0.84,True
704,352,352.5,352.24,0.663868462362,7.46449620933,north_closed,1,False
705,352.5,353,352.74,0.884842866232,11.4961829046,north_closed,1,False
706,353,353.5,353.24,0.954942659977,15.8019362616,north_closed,1,False
707,353.5,354,353.74,0.842747834537,20.0703168919,north_closed,1,False
708,354,354.5,354.24,0.598035877985,23.9898854074,north_closed,1,False
709,354.5,355,354.74,0.319414447446,27.2492024195,north_closed,1,False
710,355,355.5,355.24,0.100606455383,29.5368285401,north_closed,1,False
711,355.5,356,355.74,0.00204820712517,30.5413243806,north_closed,1,False
712,356,356.5,356.24,0,30.5621600909,north_closed,1,False
713,356.5,357,356.74,0,30.5621600909,north_closed,1,False
714,357,357.5,357.24,-0.0490936190716,30.0625282615,north_closed,1,False
715,357.5,358,357.74,-0.22984112228,28.2009512243,north_closed,1,False
716,358,358.5,358.24,-0.496165455079,25.2555651156,north_closed,1,False
717,358.5,359,358.74,-0.765251049974,21.5378093238,north_closed,1,False
718,359,359.5,359.24,-0.9345780557,17.3591232372,north_closed,1,False
719,359.5,360,359.74,-0.930845808433,13.0309462443,north_closed,1,False
720,360,360.5,360.24,-0.755737414288,8.86471773326,north_closed,1,False
721,360.5,361,360.74,-0.484796989847,5.17187709254,north_closed,1,False
722,361,361.5,361.24,-0.220540959081,2.26386371044,center,0.8,True
723,361.5,362,361.74,-0.0444283676622,0.452116975312,center,1,False
724,362,362.5,362.24,0,0,center,1,False
725,362.5,363,362.74,0,0,center,1,False
726,363,363.5,363.24,0.02653129712,0.270233832138,center,1,False
727,363.5,364,363.74,0.204273162345,2.10993018172,center,0.84,True
728,364,364.5,364.24,0.471636747146,5.25227380416,north_closed,1,False
729,364.5,365,364.74,0.678250563497,9.18034117848,north_closed,1,False
730,365,365.5,365.24,0.682918004224,13.3772087837,north_closed,1,False
731,365.5,366,365.74,0.482223048589,17.3259530989,north_closed,1,False
732,366,366.5,366.24,0.214044837358,20.509650603,north_closed,1,False
733,366.5,367,366.74,0.0306615260269,22.4113777751,north_closed,1,False
734,367,367.5,367.24,0,22.7237043449,north_closed,1,False
735,367.5,368,367.74,0,22.7237043449,north_closed,1,False
736,368,368.5,368.24,0,22.7237043449,north_closed,1,False
737,368.5,369,368.74,0,22.7237043449,north_closed,1,False
738,369,369.5,369.24,0,22.7237043449,north_closed,1,False
739,369.5,370,369.74,-0.09380566994,21.7656727527,north_closed,1,False
740,370,370.5,370.24,-0.329363928677,19.2361936567,north_closed,1,False
741,370.5,371,370.74,-0.588980448176,15.652190578,north_closed,1,False
742,371,371.5,371.24,-0.710118580099,11.5305870374,north_closed,1,False
743,371.5,372,371.74,-0.605799549316,7.38830655599,north_closed,1,False
744,372,372.5,372.24,-0.351321060798,3.74227265472,north_closed,0.72,True
745,372.5,373,372.74,-0.108519382112,1.10940885455,center,1,False
746,373,373.5,373.24,-0.000651930413861,0.00663867647204,center,1,False
747,373.5,374,373.74,0,0,center,1,False
748,374,374.5,374.24,0,0,center,1,False
749,374.5,375,374.74,0.0102804868672,-0.096274111962,center,1,False
750,375,375.5,375.24,0.323073131445,-3.07731780298,south_closed,0.52,True
751,375.5,376,375.74,0.830092299408,-9.03724657265,south_closed,1,False
752,376,376.5,376.24,1.02278677082,-16.3571011391,south_closed,1,False
753,376.5,377,376.74,0.676015039158,-23.4179222204,south_closed,1,False
754,377,377.5,377.24,0.182886991092,-28.6007505348,south_closed,1,False
755,377.5,378,377.74,0,-30.3225288413,south_closed,1,False
756,378,378.5,378.24,0,-30.3225288413,south_closed,1,False
757,378.5,379,378.74,0,-30.3225288413,south_closed,1,False
758,379,379.5,379.24,0,-30.3225288413,south_closed,1,False
759,379.5,380,379.74,-0.0147372580528,-30.1845158005,south_closed,1,False
760,380,380.5,380.24,-0.342475249782,-27.0532326881,south_closed,1,False
761,380.5,381,380.74,-0.84730963147,-21.0078228684,south_closed,1,False
762,381,381.5,381.24,-1.01836442468,-13.6672456231,south_closed,1,False
763,381.5,382,381.74,-0.655296896325,-6.65046023424,south_closed,1,False
764,382,382.5,382.24,-0.167591649253,-1.57642598362,center,0.84,True
765,382.5,383,382.74,0,0,center,1,False
766,383,383.5,383.24,0,0,center,1,False
767,383.5,384,383.74,0.0186650461486,-0.115953273506,center,1,False
768,384,384.5,384.24,0.213690837283,-1.33187226376,center,1,False
769,384.5,385,384.74,0.573678917031,-3.6538293367,south_closed,0.76,True
770,385,385.5,385.24,1.00419899026,-6.81073672697,south_closed,1,False
771,385.5,386,385.74,1.36664482834,-10.5315066692,south_closed,1,False
772,386,386.5,386.24,1.52303695636,-14.545051398,south_closed,1,False
773,386.5,387,386.74,1.40843050878,-18.5802831481,south_closed,1,False
774,387,387.5,387.24,1.07072225151,-22.366114154,south_closed,1,False
775,387.5,388,387.74,0.640997806874,-25.6314566504,south_closed,1,False
776,388,388.5,388.24,0.262061764582,-28.105222872,south_closed,1,False
777,388.5,389,388.74,0.0362160636516,-29.5163250533,south_closed,1,False
778,389,389.5,389.24,0,-29.7413264527,south_closed,1,False
779,389.5,390,389.74,0,-29.7413264527,south_closed,1,False
780,390,390.5,390.24,-0.0092144698422,-29.6840842831,south_closed,1,False
781,390.5,391,390.74,-0.180225871533,-28.6191069606,south_closed,1,False
782,391,391.5,391.24,-0.524419134143,-26.4155610236,south_closed,1,False
783,391.5,392,391.74,-0.953133572044,-23.3445342374,south_closed,1,False
784,392,392.5,392.24,-1.33171033922,-19.6771143674,south_closed,1,False
785,392.5,393,392.74,-1.51831219261,-15.6843891789,south_closed,1,False
786,393,393.5,393.24,-1.43592246578,-11.6374464374,south_closed,1,False
787,393.5,394,393.74,-1.11909229838,-7.80737390817,south_closed,1,False
788,394,394.5,394.24,-0.692435809874,-4.46525935661,south_closed,1,False
789,394.5,395,394.74,-0.300992435042,-1.88219054806,center,0.96,True
790,395,395.5,395.24,-0.0529909933746,-0.329255247905,center,1,False
791,395.5,396,395.74,0,0,center,1,False
792,396,396.5,396.24,0.0392441555108,0.185783918307,center,1,False
793,396.5,397,396.74,0.381224821199,1.82378345467,center,0.96,True
794,397,397.5,397.24,0.934545176055,4.75944312215,north_closed,1,False
795,397.5,398,397.74,1.41138415679,8.51214805736,north_closed,1,False
796,398,398.5,398.24,1.50672088464,12.6012833969,north_closed,1,False
797,398.5,399,398.74,1.15389052845,16.5462342775,north_closed,1,False
798,399,399.5,399.24,0.590396732242,19.8663858357,north_closed,1,False
799,399.5,400,399.74,0.138081487877,22.0811232081,north_closed,1,False
800,400,400.5,400.24,0,22.7356283739,north_closed,1,False
801,400.5,401,400.74,0,22.7356283739,north_closed,1,False
802,401,401.5,401.24,0,22.7356283739,north_closed,1,False
803,401.5,402,401.74,-0.00531116852382,22.7104877309,north_closed,1,False
804,402,402.5,402.24,-0.25519799035,21.5219592147,north_closed,1,False
805,402.5,403,402.74,-0.772684009493,18.9011984057,north_closed,1,False
806,403,403.5,403.24,-1.30553233241,15.3288201673,north_closed,1,False
807,403.5,404,403.74,-1.52877484265,11.2854393627,north_closed,1,False
808,404,404.5,404.24,-1.28817776355,7.25167085536,north_closed,1,False
809,404.5,405,404.74,-0.749543858196,3.70812950868,north_closed,0.72,True
810,405,405.5,405.24,-0.238886618665,1.13543018603,center,1,False
811,405.5,406,405.74,-0.00299728365384,0.0141877507668,center,1,False
812,406,406.5,406.24,-0.000894230868445,-0.00423721052755,center,1,False
813,406.5,407,406.74,-0.504433894105,-2.45398836868,center,0.64,True
814,407,407.5,407.24,-1.24776189095,-7.86310934372,south_closed,1,False
815,407.5,408,407.74,-1.01257301495,-13.955161815,south_closed,1,False
816,408,408.5,408.24,-0.208351213848,-18.4537074617,south_closed,1,False
817,408.5,409,408.74,0,-19.4451904432,south_closed,1,False
818,409,409.5,409.24,0.0690797696556,-19.1177111321,south_closed,1,False
819,409.5,410,409.74,0.781883770455,-15.4732851433,south_closed,1,False
820,410,410.5,410.24,1.30600220436,-9.59794960014,south_closed,1,False
821,410.5,411,410.74,0.747018096553,-3.76814282345,south_closed,0.64,True
822,411,411.5,411.24,0.0549187977066,-0.260303133842,center,1,False
823,411.5,412,411.74,0,0,center,1,False
824,412,412.5,412.24,0.622562735907,-0.0880369201425,center,1,False
825,412.5,413,412.74,3.04482752614,-0.420590330112,east_open,0.52,True
826,413,413.5,413.24,6.76505947333,-0.846592899466,east_open,1,False
827,413.5,414,413.74,11.2139747367,-1.11264810672,east_open,1,False
828,414,414.5,414.24,15.8222894755,-1.0316729248,east_open,1,False
